p1,p2,l1,l2,hard_classes,hard_a,hard_b,hard_c,hard_d,soft_a,soft_b,soft_c,soft_d
0.143,0.071,1,0,2,0,1,0,0,0.796153,0.06084699999999999,0.132847,0.010152999999999999
0.626,0.232,0,0,0,0,0,0,0,0.287232,0.086768,0.48076800000000003,0.145232
0.79,0.542,1,0,2,0,1,0,0,0.09617999999999997,0.11381999999999999,0.36182,0.42818000000000006
0.076,0.378,0,0,0,0,0,0,0,0.574728,0.349272,0.047272,0.028728
0.904,0.989,1,1,3,0,0,1,0,0.0010560000000000007,0.09494399999999997,0.009944000000000008,0.894056
0.889,0.883,1,1,3,0,0,1,0,0.012986999999999999,0.09801299999999999,0.104013,0.784987
0.277,0.897,0,1,1,1,0,0,0,0.07446899999999998,0.648531,0.028530999999999997,0.24846900000000002
0.934,0.14,1,0,2,0,1,0,0,0.056759999999999956,0.009239999999999993,0.8032400000000001,0.13076000000000002
0.834,0.246,1,0,2,0,1,0,0,0.12516400000000003,0.04083600000000001,0.628836,0.20516399999999999
0.775,0.631,0,1,1,1,0,0,0,0.08302499999999999,0.141975,0.285975,0.48902500000000004
0.851,0.147,1,0,2,0,1,0,0,0.12709700000000002,0.021903000000000002,0.725903,0.12509699999999999
0.14,0.092,0,0,0,0,0,0,0,0.78088,0.07912,0.12712,0.01288
0.627,0.877,1,1,3,0,0,1,0,0.045878999999999996,0.327121,0.077121,0.549879
0.954,0.671,1,1,3,0,0,1,0,0.015134000000000012,0.03086600000000003,0.3138659999999999,0.640134
0.549,0.891,0,1,1,1,0,0,0,0.04915899999999999,0.40184099999999995,0.059841,0.48915900000000007
0.362,0.815,0,0,0,0,0,0,0,0.11803000000000004,0.5199699999999999,0.06697000000000002,0.29502999999999996
0.542,0.238,0,0,0,0,0,0,0,0.348996,0.10900399999999999,0.41300400000000004,0.128996
0.72,0.281,1,0,2,0,1,0,0,0.20132,0.07868000000000001,0.5176799999999999,0.20232
0.177,0.948,0,1,1,1,0,0,0,0.042796000000000035,0.7802039999999999,0.009204000000000007,0.16779599999999997
0.638,0.69,1,1,3,0,0,1,0,0.11222000000000001,0.24977999999999997,0.19778000000000004,0.44022
0.833,0.633,1,1,3,0,0,1,0,0.06128900000000001,0.10571100000000003,0.30571099999999996,0.527289
0.778,0.979,1,1,3,0,0,1,0,0.004662000000000004,0.21733799999999998,0.016338000000000016,0.7616620000000001
0.508,0.645,0,1,1,1,0,0,0,0.17465999999999998,0.31734,0.18034,0.32766
0.466,0.666,1,1,3,0,0,1,0,0.178356,0.355644,0.155644,0.310356
0.661,0.623,0,0,0,0,0,0,0,0.127803,0.21119699999999997,0.249197,0.41180300000000003
0.191,0.295,1,0,2,0,1,0,0,0.570345,0.23865499999999998,0.13465500000000002,0.056345
0.441,0.572,1,0,2,0,1,0,0,0.239252,0.3197479999999999,0.18874800000000003,0.252252
0.181,0.689,0,1,1,1,0,0,0,0.254709,0.5642909999999999,0.05629100000000001,0.12470899999999999
0.69,0.339,1,0,2,0,1,0,0,0.20491000000000004,0.10509000000000003,0.45609,0.23391
0.937,0.561,0,1,1,1,0,0,0,0.027656999999999973,0.03534299999999997,0.41134299999999996,0.525657
0.852,0.509,1,1,3,0,0,1,0,0.07266800000000001,0.07533200000000001,0.418332,0.433668
0.473,0.908,0,1,1,1,0,0,0,0.048483999999999985,0.47851600000000005,0.043515999999999985,0.429484
0.514,0.794,0,1,1,1,0,0,0,0.10011599999999998,0.385884,0.10588399999999998,0.40811600000000003
0.899,0.605,1,0,2,0,1,0,0,0.03989499999999999,0.061104999999999986,0.355105,0.543895
0.58,0.992,1,1,3,0,0,1,0,0.003360000000000003,0.41664,0.0046400000000000035,0.57536
0.129,0.749,0,1,1,1,0,0,0,0.218621,0.652379,0.032379,0.096621
0.516,0.714,1,0,2,0,1,0,0,0.13842400000000002,0.345576,0.147576,0.368424
0.472,0.723,1,0,2,0,1,0,0,0.14625600000000002,0.381744,0.130744,0.34125599999999995
0.512,0.455,1,0,2,0,1,0,0,0.26596,0.22204000000000002,0.27903999999999995,0.23296
0.931,0.784,1,1,3,0,0,1,0,0.014903999999999987,0.054095999999999964,0.20109599999999997,0.7299040000000001
0.201,0.516,0,1,1,1,0,0,0,0.38671599999999995,0.412284,0.09728400000000001,0.103716
0.888,0.223,1,0,2,0,1,0,0,0.08702399999999999,0.024975999999999998,0.689976,0.198024
0.428,0.727,0,0,0,0,0,0,0,0.15615600000000002,0.41584400000000005,0.116844,0.311156
0.215,0.348,0,1,1,1,0,0,0,0.51182,0.27318,0.14018,0.07482
0.178,0.171,0,0,0,0,0,0,0,0.681438,0.14056200000000002,0.147562,0.030438
0.636,0.362,0,0,0,0,0,0,0,0.232232,0.131768,0.405768,0.230232
0.313,0.06,1,0,2,0,1,0,0,0.64578,0.04122,0.29422,0.018779999999999998
0.691,0.562,0,1,1,1,0,0,0,0.13534200000000002,0.17365800000000003,0.3026579999999999,0.388342
0.668,0.665,0,1,1,1,0,0,0,0.11121999999999997,0.22077999999999998,0.22377999999999998,0.44422000000000006
0.53,0.427,0,0,0,0,0,0,0,0.26930999999999994,0.20068999999999998,0.30369,0.22631
0.974,0.881,1,1,3,0,0,1,0,0.0030940000000000026,0.02290600000000002,0.115906,0.858094
0.727,0.333,0,0,0,0,0,0,0,0.18209100000000003,0.09090900000000002,0.48490900000000003,0.242091
0.077,0.035,0,0,0,0,0,0,0,0.890695,0.03230500000000001,0.074305,0.0026950000000000003
0.317,0.298,0,1,1,1,0,0,0,0.479466,0.203534,0.22253399999999998,0.094466
0.513,0.338,1,0,2,0,1,0,0,0.32239399999999996,0.164606,0.33960599999999996,0.17339400000000002
0.826,0.229,1,1,3,0,0,1,0,0.13415400000000002,0.03984600000000001,0.636846,0.189154
0.416,0.207,1,1,3,0,0,1,0,0.4631120000000001,0.12088800000000001,0.329888,0.086112
0.772,0.398,1,1,3,0,0,1,0,0.137256,0.09074399999999999,0.464744,0.30725600000000003
0.017,0.91,0,1,1,1,0,0,0,0.08846999999999997,0.89453,0.0015299999999999997,0.015470000000000001
0.524,0.47,1,0,2,0,1,0,0,0.25228,0.22371999999999997,0.27772,0.24628
0.692,0.852,0,0,0,0,0,0,0,0.04558400000000001,0.26241600000000004,0.10241600000000001,0.589584
0.661,0.641,1,1,3,0,0,1,0,0.12170099999999999,0.217299,0.237299,0.42370100000000005
0.491,0.685,0,0,0,0,0,0,0,0.16033499999999998,0.34866500000000006,0.15466499999999997,0.336335
0.723,0.829,1,1,3,0,0,1,0,0.04736700000000001,0.229633,0.12363300000000002,0.599367
0.741,0.656,1,0,2,0,1,0,0,0.089096,0.169904,0.25490399999999996,0.48609600000000003
0.448,0.841,0,0,0,0,0,0,0,0.08776800000000003,0.46423200000000003,0.07123200000000002,0.376768
0.668,0.596,1,1,3,0,0,1,0,0.134128,0.19787199999999996,0.26987200000000006,0.398128
0.451,0.952,0,1,1,1,0,0,0,0.02635200000000002,0.5226479999999999,0.02164800000000002,0.429352
0.339,0.898,0,1,1,1,0,0,0,0.067422,0.593578,0.034578,0.304422
0.239,0.714,0,1,1,1,0,0,0,0.21764600000000003,0.543354,0.068354,0.170646
0.744,0.289,0,1,1,1,0,0,0,0.182016,0.073984,0.528984,0.21501599999999998
0.04,0.309,0,1,1,1,0,0,0,0.6633600000000001,0.29663999999999996,0.02764,0.01236
0.198,0.459,1,1,3,0,0,1,0,0.433882,0.36811800000000006,0.10711799999999999,0.090882
0.942,0.782,1,1,3,0,0,1,0,0.01264400000000001,0.04535600000000004,0.20535599999999996,0.736644
0.334,0.653,1,1,3,0,0,1,0,0.23110199999999995,0.43489799999999995,0.115898,0.21810200000000002
0.636,0.899,0,1,1,1,0,0,0,0.03676399999999999,0.32723599999999997,0.06423599999999999,0.571764
0.123,0.717,0,1,1,1,0,0,0,0.24819100000000002,0.628809,0.034809,0.08819099999999999
0.6,0.444,1,1,3,0,0,1,0,0.22240000000000004,0.1776,0.3336,0.26639999999999997
0.593,0.043,1,0,2,0,1,0,0,0.389499,0.017501,0.5675009999999999,0.025498999999999997
0.215,0.177,1,0,2,0,1,0,0,0.6460549999999999,0.13894499999999999,0.176945,0.038055
0.7,0.68,1,1,3,0,0,1,0,0.096,0.20400000000000004,0.22399999999999995,0.476
0.077,0.654,0,0,0,0,0,0,0,0.319358,0.603642,0.026642,0.050358
0.57,0.999,1,1,3,0,0,1,0,0.0004300000000000004,0.42957000000000006,0.0005700000000000004,0.56943
0.973,0.996,1,1,3,0,0,1,0,0.00010800000000000019,0.026892000000000024,0.0038920000000000035,0.969108
0.15,0.648,0,1,1,1,0,0,0,0.29919999999999997,0.5508,0.05279999999999999,0.0972
0.224,0.2,0,0,0,0,0,0,0,0.6208,0.1552,0.17920000000000003,0.044800000000000006
0.986,0.029,1,0,2,0,1,0,0,0.013594000000000012,0.0004060000000000004,0.957406,0.028594
0.753,0.548,1,1,3,0,0,1,0,0.111644,0.135356,0.340356,0.412644
0.442,0.119,1,0,2,0,1,0,0,0.49159800000000003,0.066402,0.389402,0.052598
0.064,0.992,0,1,1,1,0,0,0,0.007488000000000006,0.9285119999999999,0.0005120000000000005,0.063488
0.049,0.515,0,1,1,1,0,0,0,0.46123499999999995,0.489765,0.023765,0.025235
0.938,0.32,1,0,2,0,1,0,0,0.04216000000000003,0.019840000000000017,0.6378399999999999,0.30016
0.358,0.91,0,1,1,1,0,0,0,0.057779999999999984,0.5842200000000001,0.032219999999999985,0.32578
0.245,0.039,1,0,2,0,1,0,0,0.725555,0.029445,0.235445,0.009555
0.426,0.232,0,1,1,1,0,0,0,0.44083200000000006,0.133168,0.327168,0.098832
0.582,0.17,0,0,0,0,0,0,0,0.34694,0.07106000000000001,0.48305999999999993,0.09894
0.304,0.904,1,1,3,0,0,1,0,0.06681599999999997,0.629184,0.02918399999999999,0.274816
0.209,0.453,0,0,0,0,0,0,0,0.432677,0.358323,0.11432299999999998,0.094677
0.158,0.232,0,0,0,0,0,0,0,0.646656,0.195344,0.12134400000000001,0.036656
0.946,0.581,1,0,2,0,1,0,0,0.02262600000000002,0.03137400000000003,0.396374,0.549626
0.206,0.242,0,0,0,0,0,0,0,0.601852,0.192148,0.15614799999999998,0.049851999999999994
0.675,0.933,1,1,3,0,0,1,0,0.021774999999999982,0.30322499999999997,0.04522499999999997,0.6297750000000001
0.118,0.964,0,1,1,1,0,0,0,0.03175200000000003,0.850248,0.0042480000000000035,0.11375199999999999
0.993,0.637,1,1,3,0,0,1,0,0.002541000000000002,0.004459000000000004,0.360459,0.632541
0.951,0.219,1,0,2,0,1,0,0,0.03826900000000003,0.01073100000000001,0.742731,0.20826899999999998
0.717,0.638,1,0,2,0,1,0,0,0.10244600000000001,0.18055400000000002,0.259554,0.45744599999999996
0.108,0.267,0,0,0,0,0,0,0,0.653836,0.23816400000000001,0.079164,0.028836
0.776,0.419,1,0,2,0,1,0,0,0.13014399999999998,0.09385599999999998,0.450856,0.325144
0.94,0.436,1,0,2,0,1,0,0,0.03384000000000004,0.026160000000000024,0.5301600000000001,0.40984
0.937,0.769,1,1,3,0,0,1,0,0.014552999999999986,0.048446999999999955,0.216447,0.7205530000000001
0.199,0.585,0,1,1,1,0,0,0,0.332415,0.4685849999999999,0.082585,0.116415
0.712,0.296,1,1,3,0,0,1,0,0.20275200000000002,0.085248,0.5012479999999999,0.21075199999999997
0.511,0.985,1,1,3,0,0,1,0,0.0073350000000000064,0.481665,0.007665000000000007,0.503335
0.518,0.573,0,0,0,0,0,0,0,0.20581400000000002,0.276186,0.22118600000000002,0.29681399999999997
0.115,0.527,0,1,1,1,0,0,0,0.418605,0.466395,0.054395,0.060605000000000006
0.181,0.488,1,1,3,0,0,1,0,0.419328,0.39967199999999997,0.092672,0.08832799999999999
0.187,0.168,0,0,0,0,0,0,0,0.6764159999999999,0.136584,0.155584,0.031416
0.758,0.074,0,0,0,0,0,0,0,0.224092,0.017908,0.7019080000000001,0.056091999999999996
0.65,0.814,1,1,3,0,0,1,0,0.06510000000000002,0.2849,0.12090000000000004,0.5291
0.594,0.214,1,1,3,0,0,1,0,0.319116,0.086884,0.466884,0.12711599999999998
0.523,0.264,0,0,0,0,0,0,0,0.351072,0.125928,0.384928,0.138072
0.573,0.994,1,1,3,0,0,1,0,0.0025620000000000026,0.42443800000000004,0.0034380000000000027,0.5695619999999999
0.357,0.539,1,0,2,0,1,0,0,0.296423,0.346577,0.16457699999999997,0.192423
0.809,0.701,1,0,2,0,1,0,0,0.05710899999999999,0.13389099999999995,0.24189100000000005,0.567109
0.506,0.653,0,1,1,1,0,0,0,0.171418,0.32258200000000004,0.175582,0.330418
0.971,0.178,1,0,2,0,1,0,0,0.023838000000000022,0.005162000000000004,0.798162,0.172838
0.004,0.591,0,0,0,0,0,0,0,0.407364,0.5886359999999999,0.001636,0.0023639999999999998
0.789,0.112,1,0,2,0,1,0,0,0.18736799999999998,0.023631999999999997,0.700632,0.088368
0.883,0.093,1,0,2,0,1,0,0,0.10611899999999999,0.010881,0.8008810000000001,0.082119
0.188,0.811,1,1,3,0,0,1,0,0.15346799999999997,0.6585320000000001,0.03553199999999999,0.15246800000000002
0.838,0.55,1,0,2,0,1,0,0,0.0729,0.08910000000000003,0.37709999999999994,0.46090000000000003
0.007,0.687,0,1,1,1,0,0,0,0.31080899999999995,0.6821910000000001,0.002191,0.004809000000000001
0.795,0.942,1,1,3,0,0,1,0,0.011890000000000008,0.19310999999999995,0.04611000000000004,0.74889
0.874,0.46,1,1,3,0,0,1,0,0.06804,0.057960000000000005,0.47196000000000005,0.40204
0.021,0.073,0,0,0,0,0,0,0,0.907533,0.07146699999999999,0.019467,0.001533
0.235,0.024,0,0,0,0,0,0,0,0.74664,0.01836,0.22935999999999998,0.00564
0.255,0.324,1,0,2,0,1,0,0,0.50362,0.24138,0.17237999999999998,0.08262
0.954,0.905,1,1,3,0,0,1,0,0.004370000000000002,0.041630000000000035,0.09062999999999997,0.86337
0.165,0.277,0,1,1,1,0,0,0,0.6037049999999999,0.231295,0.119295,0.04570500000000001
0.821,0.173,1,0,2,0,1,0,0,0.14803300000000003,0.030967000000000005,0.6789669999999999,0.142033
0.954,0.896,1,0,2,0,1,0,0,0.0047840000000000035,0.04121600000000004,0.09921599999999998,0.854784
0.239,0.855,0,1,1,1,0,0,0,0.11034500000000001,0.650655,0.034655000000000005,0.204345
0.482,0.603,1,1,3,0,0,1,0,0.20564600000000002,0.312354,0.191354,0.29064599999999996
0.843,0.254,1,0,2,0,1,0,0,0.11712200000000002,0.03987800000000001,0.6288779999999999,0.214122
0.638,0.949,1,1,3,0,0,1,0,0.018462000000000017,0.34353799999999995,0.03253800000000003,0.605462
0.342,0.909,0,1,1,1,0,0,0,0.05987799999999997,0.5981219999999999,0.031121999999999993,0.31087800000000004
0.751,0.093,1,0,2,0,1,0,0,0.22584300000000002,0.023157,0.681157,0.069843
0.664,0.066,1,0,2,0,1,0,0,0.31382399999999994,0.022175999999999998,0.620176,0.043824
0.423,0.985,0,1,1,1,0,0,0,0.008655000000000006,0.568345,0.006345000000000005,0.416655
0.163,0.13,0,1,1,1,0,0,0,0.72819,0.10881,0.14181,0.02119
0.519,0.499,1,0,2,0,1,0,0,0.240981,0.24001899999999998,0.260019,0.258981
0.335,0.629,0,1,1,1,0,0,0,0.24671500000000002,0.418285,0.124285,0.210715
0.837,0.645,1,0,2,0,1,0,0,0.05786500000000001,0.10513500000000002,0.297135,0.539865
0.829,0.675,1,1,3,0,0,1,0,0.055575000000000006,0.11542500000000004,0.26942499999999997,0.559575
0.306,0.848,1,1,3,0,0,1,0,0.10548800000000001,0.5885119999999999,0.046512000000000005,0.259488
0.171,0.086,0,0,0,0,0,0,0,0.757706,0.071294,0.15629400000000002,0.014706
0.705,0.825,1,1,3,0,0,1,0,0.05162500000000002,0.243375,0.12337500000000003,0.581625
0.25,0.124,0,0,0,0,0,0,0,0.657,0.093,0.219,0.031
0.832,0.908,1,1,3,0,0,1,0,0.015456,0.15254400000000004,0.07654399999999997,0.755456
0.022,0.763,0,1,1,1,0,0,0,0.231786,0.746214,0.005213999999999999,0.016786
0.189,0.588,0,0,0,0,0,0,0,0.334132,0.47686799999999996,0.077868,0.111132
0.558,0.542,0,1,1,1,0,0,0,0.20243599999999995,0.239564,0.255564,0.30243600000000004
0.505,0.084,1,0,2,0,1,0,0,0.45342,0.04158,0.46258000000000005,0.042420000000000006
0.774,0.239,1,0,2,0,1,0,0,0.17198599999999997,0.05401399999999999,0.589014,0.18498599999999998
0.203,0.75,0,0,0,0,0,0,0,0.19924999999999998,0.59775,0.05075,0.15225
0.803,0.633,1,1,3,0,0,1,0,0.07229899999999997,0.12470099999999998,0.294701,0.5082990000000001
0.125,0.934,0,1,1,1,0,0,0,0.057749999999999954,0.81725,0.008249999999999993,0.11675
0.59,0.776,0,1,1,1,0,0,0,0.09183999999999999,0.31816000000000005,0.13215999999999997,0.45783999999999997
0.107,0.645,0,1,1,1,0,0,0,0.317015,0.5759850000000001,0.037985,0.069015
0.835,0.271,1,0,2,0,1,0,0,0.12028500000000002,0.04471500000000001,0.608715,0.22628500000000001
0.215,0.765,0,1,1,1,0,0,0,0.184475,0.6005250000000001,0.050524999999999994,0.164475
0.882,0.61,1,0,2,0,1,0,0,0.04602,0.07197999999999999,0.34398,0.5380199999999999
0.23,0.124,0,0,0,0,0,0,0,0.67452,0.09548,0.20148000000000002,0.02852
0.083,0.389,0,1,1,1,0,0,0,0.560287,0.356713,0.050713,0.032287
0.373,0.34,0,0,0,0,0,0,0,0.41381999999999997,0.21318,0.24617999999999998,0.12682000000000002
0.683,0.881,0,1,1,1,0,0,0,0.03772299999999999,0.27927699999999994,0.081277,0.601723
0.978,0.048,1,0,2,0,1,0,0,0.020944000000000018,0.001056000000000001,0.931056,0.046944
0.61,0.546,0,1,1,1,0,0,0,0.17706,0.21294000000000002,0.27693999999999996,0.33306
0.135,0.797,0,1,1,1,0,0,0,0.17559499999999997,0.689405,0.027404999999999995,0.10759500000000001
0.815,0.042,1,0,2,0,1,0,0,0.17723000000000005,0.007770000000000003,0.78077,0.03423
0.01,0.53,0,0,0,0,0,0,0,0.4653,0.5247,0.0047,0.0053
0.1,0.922,0,1,1,1,0,0,0,0.07019999999999997,0.8298000000000001,0.007799999999999996,0.0922
0.038,0.653,0,0,0,0,0,0,0,0.33381399999999994,0.628186,0.013185999999999998,0.024814
0.891,0.039,1,0,2,0,1,0,0,0.10474899999999998,0.004251,0.856251,0.034749
0.728,0.754,1,1,3,0,0,1,0,0.066912,0.20508800000000002,0.179088,0.548912
0.66,0.785,0,1,1,1,0,0,0,0.07309999999999998,0.26689999999999997,0.1419,0.5181
0.696,0.769,1,1,3,0,0,1,0,0.07022400000000001,0.23377600000000004,0.16077599999999997,0.5352239999999999
0.588,0.618,1,1,3,0,0,1,0,0.15738400000000002,0.254616,0.22461599999999998,0.363384
0.754,0.141,0,1,1,1,0,0,0,0.211314,0.034685999999999995,0.647686,0.10631399999999999
0.779,0.215,1,0,2,0,1,0,0,0.173485,0.047514999999999995,0.611515,0.167485
0.133,0.294,0,0,0,0,0,0,0,0.6121019999999999,0.25489799999999996,0.093898,0.039102
0.947,0.417,1,0,2,0,1,0,0,0.030899000000000027,0.02210100000000002,0.552101,0.39489899999999994
0.174,0.088,1,0,2,0,1,0,0,0.7533120000000001,0.072688,0.158688,0.015311999999999997
0.239,0.695,0,1,1,1,0,0,0,0.23210500000000003,0.528895,0.07289500000000002,0.16610499999999997
0.657,0.926,1,1,3,0,0,1,0,0.02538199999999998,0.317618,0.048617999999999974,0.6083820000000001
0.256,0.035,0,0,0,0,0,0,0,0.7179599999999999,0.02604,0.24704,0.008960000000000001
0.327,0.86,1,0,2,0,1,0,0,0.09422000000000001,0.5787800000000001,0.04578000000000001,0.28122
0.173,0.382,0,0,0,0,0,0,0,0.5110859999999999,0.315914,0.106914,0.06608599999999999
0.544,0.735,1,0,2,0,1,0,0,0.12083999999999999,0.33515999999999996,0.14416,0.39984000000000003
0.961,0.09,0,0,0,0,0,0,0,0.035490000000000035,0.003510000000000003,0.87451,0.08649
0.252,0.595,1,1,3,0,0,1,0,0.30294000000000004,0.44505999999999996,0.10206000000000001,0.14994
0.223,0.398,0,1,1,1,0,0,0,0.467754,0.309246,0.134246,0.088754
0.184,0.629,0,1,1,1,0,0,0,0.302736,0.513264,0.06826399999999999,0.115736
0.327,0.858,1,1,3,0,0,1,0,0.09556600000000001,0.577434,0.04643400000000001,0.280566
0.577,0.532,1,0,2,0,1,0,0,0.197964,0.22503600000000004,0.27003599999999994,0.306964
0.519,0.045,1,0,2,0,1,0,0,0.45935499999999996,0.021644999999999998,0.495645,0.023355
0.555,0.307,0,0,0,0,0,0,0,0.308385,0.136615,0.38461500000000004,0.170385
0.125,0.126,0,0,0,0,0,0,0,0.76475,0.11025,0.10925,0.01575
0.624,0.018,0,0,0,0,0,0,0,0.369232,0.006768,0.612768,0.011231999999999999
0.229,0.356,1,0,2,0,1,0,0,0.496524,0.274476,0.147476,0.081524
0.785,0.314,0,1,1,1,0,0,0,0.14748999999999995,0.06750999999999999,0.5385099999999999,0.24649000000000001
0.184,0.325,0,0,0,0,0,0,0,0.5508000000000001,0.26520000000000005,0.1242,0.0598
0.122,0.074,1,0,2,0,1,0,0,0.8130280000000001,0.064972,0.112972,0.009028
0.972,0.424,1,0,2,0,1,0,0,0.016128000000000017,0.011872000000000011,0.559872,0.412128
0.263,0.083,0,0,0,0,0,0,0,0.675829,0.061171,0.24117100000000002,0.021829
0.931,0.642,0,1,1,1,0,0,0,0.02470199999999998,0.04429799999999997,0.333298,0.5977020000000001
0.614,0.086,1,0,2,0,1,0,0,0.352804,0.033195999999999996,0.561196,0.052804
0.16,0.67,0,1,1,1,0,0,0,0.27719999999999995,0.5628,0.05279999999999999,0.1072
0.529,0.804,0,1,1,1,0,0,0,0.09231599999999997,0.378684,0.10368399999999998,0.425316
0.542,0.303,1,0,2,0,1,0,0,0.319226,0.13877399999999998,0.37777400000000005,0.164226
0.2,0.639,0,0,0,0,0,0,0,0.2888,0.5112,0.0722,0.1278
0.06,0.496,0,1,1,1,0,0,0,0.47375999999999996,0.46624,0.03024,0.029759999999999998
0.248,0.402,0,0,0,0,0,0,0,0.449696,0.302304,0.148304,0.099696
0.728,0.405,1,0,2,0,1,0,0,0.16184,0.11016000000000002,0.43316,0.29484
0.435,0.461,1,1,3,0,0,1,0,0.30453499999999994,0.260465,0.23446499999999998,0.20053500000000002
0.803,0.526,1,0,2,0,1,0,0,0.09337799999999997,0.10362199999999998,0.380622,0.42237800000000003
0.83,0.839,1,1,3,0,0,1,0,0.027370000000000012,0.14263000000000003,0.13363000000000003,0.6963699999999999
0.146,0.472,0,0,0,0,0,0,0,0.45091200000000004,0.40308799999999995,0.077088,0.06891199999999999
0.756,0.54,1,1,3,0,0,1,0,0.11223999999999999,0.13176000000000002,0.34775999999999996,0.40824000000000005
0.034,0.218,0,0,0,0,0,0,0,0.755412,0.210588,0.026588000000000004,0.007412
0.134,0.088,0,0,0,0,0,0,0,0.789792,0.076208,0.12220800000000001,0.011792
0.802,0.355,1,0,2,0,1,0,0,0.12770999999999996,0.07028999999999998,0.51729,0.28471
0.403,0.501,1,0,2,0,1,0,0,0.297903,0.299097,0.20109700000000003,0.201903
0.953,0.769,1,0,2,0,1,0,0,0.010857000000000009,0.036143000000000036,0.22014299999999998,0.732857
0.78,0.326,0,0,0,0,0,0,0,0.14827999999999997,0.07171999999999999,0.52572,0.25428
0.555,0.74,1,1,3,0,0,1,0,0.1157,0.3293,0.1443,0.4107
0.337,0.882,0,1,1,1,0,0,0,0.078234,0.584766,0.039766,0.297234
0.027,0.278,0,0,0,0,0,0,0,0.702506,0.270494,0.019493999999999997,0.0075060000000000005
0.728,0.617,1,1,3,0,0,1,0,0.104176,0.167824,0.278824,0.44917599999999996
0.82,0.775,1,0,2,0,1,0,0,0.04050000000000001,0.13950000000000004,0.18449999999999997,0.6355
0.335,0.62,0,0,0,0,0,0,0,0.25270000000000004,0.4123,0.1273,0.20770000000000002
0.908,0.901,1,1,3,0,0,1,0,0.009107999999999995,0.08289199999999998,0.08989199999999999,0.8181080000000001
0.461,0.956,1,1,3,0,0,1,0,0.02371600000000002,0.5152839999999999,0.020284000000000017,0.440716
0.956,0.612,1,1,3,0,0,1,0,0.017072000000000014,0.026928000000000025,0.370928,0.5850719999999999
0.283,0.028,0,0,0,0,0,0,0,0.6969240000000001,0.020076000000000004,0.275076,0.007923999999999999
0.915,0.075,1,0,2,0,1,0,0,0.07862499999999997,0.006374999999999997,0.8463750000000001,0.068625
0.962,0.35,1,1,3,0,0,1,0,0.024700000000000024,0.013300000000000011,0.6253,0.33669999999999994
0.116,0.576,0,1,1,1,0,0,0,0.37481600000000004,0.509184,0.049184000000000005,0.066816
0.344,0.671,0,1,1,1,0,0,0,0.215824,0.44017600000000007,0.11317599999999997,0.230824
0.383,0.763,1,0,2,0,1,0,0,0.146229,0.470771,0.09077099999999999,0.292229
0.099,0.623,0,1,1,1,0,0,0,0.339677,0.561323,0.037323,0.061677
0.989,0.177,1,1,3,0,0,1,0,0.009053000000000007,0.0019470000000000017,0.813947,0.175053
0.396,0.086,0,0,0,0,0,0,0,0.552056,0.051944,0.36194400000000004,0.034055999999999996
0.151,0.132,1,0,2,0,1,0,0,0.7369319999999999,0.112068,0.131068,0.019932000000000002
0.997,0.561,1,1,3,0,0,1,0,0.0013170000000000011,0.0016830000000000016,0.43768299999999993,0.5593170000000001
0.07,0.913,0,1,1,1,0,0,0,0.08090999999999997,0.84909,0.006089999999999998,0.06391000000000001
0.525,0.749,1,1,3,0,0,1,0,0.119225,0.355775,0.131775,0.393225
0.673,1.0,0,1,1,1,0,0,0,0.0,0.32699999999999996,0.0,0.673
0.042,0.036,0,0,0,0,0,0,0,0.9235119999999999,0.034488,0.040488,0.0015119999999999999
0.468,0.939,1,1,3,0,0,1,0,0.03245200000000003,0.499548,0.028548000000000028,0.439452
0.072,0.134,0,0,0,0,0,0,0,0.803648,0.12435200000000002,0.062352,0.009648
0.704,0.313,0,0,0,0,0,0,0,0.20335200000000003,0.09264800000000001,0.483648,0.220352
0.376,0.613,0,0,0,0,0,0,0,0.241488,0.382512,0.145512,0.230488
0.243,0.966,0,1,1,1,0,0,0,0.025738000000000025,0.731262,0.008262000000000007,0.23473799999999997
0.734,0.232,0,0,0,0,0,0,0,0.20428800000000003,0.061712,0.563712,0.170288
0.515,0.287,0,0,0,0,0,0,0,0.34580500000000003,0.13919499999999999,0.36719500000000005,0.147805
0.974,0.748,1,0,2,0,1,0,0,0.006552000000000006,0.019448000000000017,0.245448,0.728552
0.854,0.642,0,1,1,1,0,0,0,0.052268,0.09373200000000001,0.305732,0.548268
0.354,0.828,1,0,2,0,1,0,0,0.11111200000000003,0.534888,0.06088800000000001,0.293112
0.946,0.311,1,0,2,0,1,0,0,0.03720600000000004,0.016794000000000014,0.651794,0.29420599999999997
0.187,0.199,0,0,0,0,0,0,0,0.6512129999999999,0.161787,0.14978699999999998,0.037213
0.932,0.544,1,0,2,0,1,0,0,0.031007999999999973,0.036991999999999976,0.424992,0.507008
0.981,0.322,1,0,2,0,1,0,0,0.01288200000000001,0.006118000000000005,0.6651179999999999,0.315882
0.933,0.879,1,1,3,0,0,1,0,0.008106999999999993,0.05889299999999995,0.11289300000000001,0.820107
0.645,0.63,1,0,2,0,1,0,0,0.13135,0.22365,0.23865,0.40635
0.895,0.77,1,1,3,0,0,1,0,0.024149999999999994,0.08084999999999999,0.20584999999999998,0.68915
0.318,0.877,1,1,3,0,0,1,0,0.08388599999999999,0.5981139999999999,0.039114,0.278886
