p1,p2,l1,l2,hard_classes,hard_a,hard_b,hard_c,hard_d,soft_a,soft_b,soft_c,soft_d
0.297,0.586,0,1,1,1,0,0,0,0.2910420000000001,0.411958,0.122958,0.17404199999999997
0.022,0.466,0,0,0,0,0,0,0,0.522252,0.45574800000000004,0.011748,0.010252
0.721,0.608,1,1,3,0,0,1,0,0.10936800000000002,0.169632,0.282632,0.438368
0.829,0.94,1,1,3,0,0,1,0,0.010260000000000012,0.16074000000000002,0.04974000000000004,0.77926
0.406,0.768,0,0,0,0,0,0,0,0.13780799999999999,0.456192,0.094192,0.31180800000000003
0.09,0.91,0,1,1,1,0,0,0,0.08189999999999997,0.8281000000000001,0.008099999999999996,0.0819
0.851,0.725,0,0,0,0,0,0,0,0.04097500000000001,0.10802500000000001,0.234025,0.6169749999999999
0.943,0.081,1,0,2,0,1,0,0,0.05238300000000005,0.004617000000000004,0.866617,0.07638299999999999
0.086,0.321,0,0,0,0,0,0,0,0.6206060000000001,0.29339400000000004,0.058394,0.027606
0.846,0.48,0,0,0,0,0,0,0,0.08008000000000001,0.07392000000000001,0.43992,0.40608
0.303,0.613,0,1,1,1,0,0,0,0.269739,0.42726100000000006,0.117261,0.185739
0.887,0.337,1,0,2,0,1,0,0,0.074919,0.038081,0.5880810000000001,0.29891900000000005
0.746,0.376,1,0,2,0,1,0,0,0.158496,0.095504,0.465504,0.280496
0.086,0.247,0,0,0,0,0,0,0,0.688242,0.22575800000000001,0.064758,0.021241999999999997
0.874,0.668,1,1,3,0,0,1,0,0.041831999999999994,0.084168,0.290168,0.583832
0.681,0.617,0,1,1,1,0,0,0,0.12217699999999998,0.19682299999999997,0.260823,0.420177
0.368,0.454,1,0,2,0,1,0,0,0.34507200000000005,0.286928,0.20092800000000002,0.167072
0.319,0.67,0,1,1,1,0,0,0,0.22472999999999999,0.45627000000000006,0.10526999999999999,0.21373
0.6,0.022,1,0,2,0,1,0,0,0.3912,0.0088,0.5868,0.013199999999999998
0.083,0.533,0,0,0,0,0,0,0,0.428239,0.48876100000000006,0.038761,0.04423900000000001
0.296,0.767,1,1,3,0,0,1,0,0.16403199999999998,0.539968,0.06896799999999999,0.22703199999999998
0.834,0.578,1,1,3,0,0,1,0,0.07005200000000002,0.09594800000000002,0.35194800000000004,0.4820519999999999
0.609,0.424,0,0,0,0,0,0,0,0.22521600000000003,0.16578400000000001,0.35078400000000004,0.258216
0.395,0.551,1,1,3,0,0,1,0,0.27164499999999997,0.333355,0.17735499999999998,0.21764500000000003
0.564,0.781,0,1,1,1,0,0,0,0.095484,0.34051600000000004,0.12351599999999997,0.440484
0.437,0.443,0,0,0,0,0,0,0,0.31359099999999995,0.249409,0.243409,0.193591
0.431,0.786,1,1,3,0,0,1,0,0.12176599999999997,0.44723399999999996,0.09223399999999998,0.338766
0.276,0.901,1,1,3,0,0,1,0,0.07167599999999998,0.652324,0.027323999999999998,0.24867600000000004
0.374,0.76,0,1,1,1,0,0,0,0.15023999999999998,0.47576,0.08975999999999999,0.28424
0.473,0.546,1,1,3,0,0,1,0,0.239258,0.28774200000000005,0.21474199999999996,0.258258
0.267,0.488,1,1,3,0,0,1,0,0.375296,0.35770399999999997,0.13670400000000002,0.130296
0.654,0.96,1,1,3,0,0,1,0,0.013840000000000012,0.33215999999999996,0.026160000000000024,0.62784
0.187,0.195,1,0,2,0,1,0,0,0.6544649999999999,0.15853499999999998,0.15053499999999997,0.036465000000000004
0.771,0.974,0,1,1,1,0,0,0,0.005954000000000004,0.22304599999999997,0.02004600000000002,0.750954
0.232,0.171,0,0,0,0,0,0,0,0.636672,0.131328,0.192328,0.039672000000000006
0.856,0.492,1,1,3,0,0,1,0,0.07315200000000001,0.07084800000000001,0.434848,0.42115199999999997
0.786,0.26,1,0,2,0,1,0,0,0.15835999999999997,0.055639999999999995,0.58164,0.20436
0.998,0.063,1,0,2,0,1,0,0,0.0018740000000000017,0.0001260000000000001,0.935126,0.062874
0.366,0.324,0,1,1,1,0,0,0,0.42858399999999996,0.20541600000000002,0.24741599999999997,0.118584
0.102,0.735,0,0,0,0,0,0,0,0.23797000000000001,0.66003,0.02703,0.07497
0.406,0.246,0,0,0,0,0,0,0,0.447876,0.146124,0.306124,0.099876
0.235,0.86,0,1,1,1,0,0,0,0.10710000000000001,0.6579,0.0329,0.20209999999999997
0.621,0.537,0,1,1,1,0,0,0,0.175477,0.203523,0.287523,0.333477
0.578,0.359,1,0,2,0,1,0,0,0.270502,0.15149800000000002,0.370498,0.20750199999999996
0.247,0.672,0,0,0,0,0,0,0,0.24698399999999998,0.506016,0.08101599999999999,0.16598400000000002
0.738,0.999,1,1,3,0,0,1,0,0.00026200000000000024,0.261738,0.0007380000000000006,0.737262
0.817,0.006,1,0,2,0,1,0,0,0.18190200000000006,0.0010980000000000002,0.812098,0.004902
0.165,0.273,0,0,0,0,0,0,0,0.607045,0.22795500000000002,0.119955,0.04504500000000001
0.098,0.458,0,0,0,0,0,0,0,0.48888400000000004,0.41311600000000004,0.053116000000000003,0.044884
0.144,0.33,0,0,0,0,0,0,0,0.5735199999999999,0.28248,0.09647999999999998,0.04752
0.526,0.936,1,1,3,0,0,1,0,0.030335999999999974,0.443664,0.03366399999999997,0.49233600000000005
0.832,0.407,1,0,2,0,1,0,0,0.09962400000000002,0.068376,0.493376,0.338624
0.69,0.665,0,1,1,1,0,0,0,0.10385000000000001,0.20615000000000006,0.23114999999999997,0.45885
0.758,0.425,1,0,2,0,1,0,0,0.13915,0.10285,0.43584999999999996,0.32215
0.506,0.788,0,1,1,1,0,0,0,0.10472799999999999,0.389272,0.10727199999999998,0.398728
0.298,0.864,1,1,3,0,0,1,0,0.095472,0.606528,0.040528,0.257472
0.986,0.336,1,1,3,0,0,1,0,0.009296000000000007,0.004704000000000004,0.654704,0.33129600000000003
0.874,0.941,1,0,2,0,1,0,0,0.007434000000000007,0.11856599999999999,0.05156600000000004,0.822434
0.434,0.524,0,1,1,1,0,0,0,0.269416,0.29658400000000007,0.206584,0.227416
0.012,0.861,0,0,0,0,0,0,0,0.137332,0.850668,0.0016680000000000002,0.010332000000000001
0.86,0.295,0,0,0,0,0,0,0,0.09870000000000002,0.0413,0.6063000000000001,0.2537
0.879,0.15,1,0,2,0,1,0,0,0.10285,0.01815,0.74715,0.13185
0.031,0.603,0,1,1,1,0,0,0,0.384693,0.5843069999999999,0.012307,0.018692999999999998
0.512,0.542,1,1,3,0,0,1,0,0.22350399999999998,0.264496,0.23449599999999998,0.27750400000000003
0.415,0.458,1,1,3,0,0,1,0,0.31707,0.26793,0.22493,0.19007
0.82,0.159,1,0,2,0,1,0,0,0.15138000000000004,0.028620000000000007,0.6896199999999999,0.13038
0.966,0.848,1,1,3,0,0,1,0,0.005168000000000005,0.028832000000000024,0.14683200000000002,0.8191679999999999
0.65,0.009,1,0,2,0,1,0,0,0.34685,0.0031499999999999996,0.64415,0.00585
0.696,0.649,1,0,2,0,1,0,0,0.10670400000000001,0.19729600000000003,0.24429599999999996,0.451704
0.044,0.042,0,0,0,0,0,0,0,0.9158479999999999,0.040152,0.042151999999999995,0.001848
0.397,0.566,0,1,1,1,0,0,0,0.26170200000000005,0.34129799999999993,0.17229800000000003,0.22470199999999999
0.257,0.867,0,1,1,1,0,0,0,0.098819,0.644181,0.034181,0.22281900000000002
0.206,0.391,0,1,1,1,0,0,0,0.48354600000000003,0.310454,0.12545399999999998,0.08054599999999999
0.907,0.561,1,1,3,0,0,1,0,0.04082699999999998,0.05217299999999999,0.39817299999999994,0.508827
0.795,0.379,1,0,2,0,1,0,0,0.12730499999999997,0.07769499999999999,0.493695,0.30130500000000005
0.48,0.413,1,0,2,0,1,0,0,0.30524,0.21476,0.28175999999999995,0.19823999999999997
0.334,0.377,0,0,0,0,0,0,0,0.41491799999999995,0.25108199999999997,0.20808200000000002,0.125918
0.236,0.94,1,1,3,0,0,1,0,0.04584000000000004,0.71816,0.014160000000000011,0.22183999999999998
0.119,0.609,0,1,1,1,0,0,0,0.344471,0.536529,0.046529,0.072471
0.561,0.878,0,1,1,1,0,0,0,0.053557999999999995,0.38544199999999995,0.068442,0.49255800000000005
0.302,0.375,1,0,2,0,1,0,0,0.43624999999999997,0.26175,0.18875,0.11324999999999999
0.517,0.18,0,0,0,0,0,0,0,0.39606,0.08693999999999999,0.42394000000000004,0.09306
0.841,0.638,1,1,3,0,0,1,0,0.05755800000000001,0.10144200000000002,0.304442,0.536558
0.681,0.229,1,1,3,0,0,1,0,0.24594899999999997,0.07305099999999999,0.525051,0.155949
0.531,0.737,0,1,1,1,0,0,0,0.123347,0.345653,0.13965300000000003,0.391347
0.775,0.085,1,0,2,0,1,0,0,0.20587499999999997,0.019125,0.709125,0.065875
0.774,0.487,0,1,1,1,0,0,0,0.11593799999999999,0.110062,0.397062,0.376938
0.37,0.253,0,1,1,1,0,0,0,0.47061000000000003,0.15939,0.27638999999999997,0.09361
0.317,0.889,0,1,1,1,0,0,0,0.07581299999999999,0.607187,0.035186999999999996,0.281813
0.502,0.165,1,1,3,0,0,1,0,0.41583,0.08217,0.41917,0.08283
0.228,0.137,0,0,0,0,0,0,0,0.666236,0.10576400000000001,0.196764,0.031236000000000003
0.885,0.392,1,0,2,0,1,0,0,0.06992,0.045079999999999995,0.53808,0.34692
0.888,0.88,1,0,2,0,1,0,0,0.013439999999999999,0.09856,0.10656,0.78144
0.614,0.939,1,1,3,0,0,1,0,0.023546000000000022,0.362454,0.037454000000000036,0.576546
0.136,0.825,0,1,1,1,0,0,0,0.15120000000000003,0.7128,0.02380000000000001,0.11220000000000001
0.459,0.289,1,1,3,0,0,1,0,0.38465099999999997,0.15634899999999996,0.32634900000000006,0.132651
0.427,0.298,0,0,0,0,0,0,0,0.40224599999999994,0.170754,0.29975399999999996,0.127246
0.566,0.798,0,1,1,1,0,0,0,0.087668,0.3463320000000001,0.11433199999999996,0.45166799999999996
0.556,0.411,1,1,3,0,0,1,0,0.26151599999999997,0.18248399999999998,0.327484,0.228516
0.198,0.111,0,0,0,0,0,0,0,0.712978,0.089022,0.176022,0.021978
0.599,0.917,1,0,2,0,1,0,0,0.033282999999999986,0.367717,0.049716999999999976,0.549283
0.497,0.385,1,0,2,0,1,0,0,0.309345,0.193655,0.305655,0.19134500000000002
0.877,0.183,1,0,2,0,1,0,0,0.100491,0.022508999999999998,0.716509,0.160491
0.814,0.8,1,0,2,0,1,0,0,0.037200000000000004,0.14880000000000004,0.16279999999999994,0.6512
0.091,0.479,0,1,1,1,0,0,0,0.47358900000000004,0.435411,0.047411,0.043588999999999996
0.095,0.151,0,0,0,0,0,0,0,0.7683450000000001,0.136655,0.080655,0.014345
0.027,0.21,0,1,1,1,0,0,0,0.76867,0.20432999999999998,0.021330000000000002,0.00567
0.43,0.795,0,1,1,1,0,0,0,0.11685,0.45315000000000005,0.08814999999999998,0.34185
0.492,0.817,1,1,3,0,0,1,0,0.09296400000000003,0.41503599999999996,0.09003600000000002,0.401964
0.286,0.179,0,0,0,0,0,0,0,0.586194,0.12780599999999998,0.23480599999999996,0.051193999999999996
0.293,0.82,1,1,3,0,0,1,0,0.12726000000000004,0.57974,0.05274000000000001,0.24025999999999997
0.028,0.028,0,0,0,0,0,0,0,0.944784,0.027216,0.027216,0.0007840000000000001
0.916,0.519,1,1,3,0,0,1,0,0.04040399999999998,0.04359599999999998,0.440596,0.47540400000000005
0.09,0.393,0,0,0,0,0,0,0,0.55237,0.35763,0.05463,0.03537
0.458,0.981,1,1,3,0,0,1,0,0.01029800000000001,0.531702,0.008702000000000008,0.44929800000000003
0.996,0.955,1,1,3,0,0,1,0,0.0001800000000000003,0.003820000000000003,0.04482000000000004,0.9511799999999999
0.227,0.61,1,1,3,0,0,1,0,0.30147,0.47153,0.08853000000000001,0.13847
0.716,0.422,1,0,2,0,1,0,0,0.16415200000000005,0.11984800000000001,0.41384800000000005,0.302152
0.61,0.562,1,0,2,0,1,0,0,0.17081999999999997,0.21918000000000004,0.26718,0.34282
0.566,0.766,0,1,1,1,0,0,0,0.10155600000000001,0.3324440000000001,0.13244399999999998,0.43355599999999994
0.49,0.179,1,0,2,0,1,0,0,0.41870999999999997,0.09129,0.40229,0.08771
0.125,0.028,0,0,0,0,0,0,0,0.8505,0.0245,0.1215,0.0035
0.353,0.399,0,1,1,1,0,0,0,0.388847,0.258153,0.21215299999999998,0.140847
0.234,0.351,0,1,1,1,0,0,0,0.497134,0.268866,0.151866,0.082134
0.063,0.017,0,0,0,0,0,0,0,0.9210710000000001,0.015929000000000002,0.061929,0.0010710000000000001
0.516,0.532,1,0,2,0,1,0,0,0.226512,0.257488,0.24148799999999998,0.27451200000000003
0.833,0.336,1,1,3,0,0,1,0,0.11088800000000001,0.056112000000000016,0.5531119999999999,0.279888
0.885,0.308,1,0,2,0,1,0,0,0.07957999999999998,0.03542,0.61242,0.27258
0.45,0.72,1,0,2,0,1,0,0,0.15400000000000003,0.396,0.12600000000000003,0.324
0.578,0.848,1,1,3,0,0,1,0,0.06414400000000002,0.357856,0.087856,0.49014399999999997
0.495,0.435,0,1,1,1,0,0,0,0.285325,0.219675,0.27967499999999995,0.215325
0.449,0.369,0,1,1,1,0,0,0,0.34768099999999996,0.20331899999999997,0.283319,0.165681
0.944,0.245,1,0,2,0,1,0,0,0.04228000000000004,0.013720000000000012,0.71272,0.23127999999999999
0.894,0.343,1,0,2,0,1,0,0,0.069642,0.036357999999999994,0.587358,0.306642
0.359,0.47,1,0,2,0,1,0,0,0.33973000000000003,0.30127,0.19027,0.16873
0.812,0.801,1,1,3,0,0,1,0,0.03741199999999998,0.15058799999999997,0.16158799999999998,0.6504120000000001
0.674,0.617,1,1,3,0,0,1,0,0.12485799999999998,0.20114199999999996,0.25814200000000004,0.415858
0.631,0.547,1,1,3,0,0,1,0,0.16715699999999997,0.20184300000000002,0.28584299999999996,0.34515700000000005
0.95,0.165,1,0,2,0,1,0,0,0.04175000000000004,0.008250000000000007,0.7932499999999999,0.15675
0.362,0.357,0,0,0,0,0,0,0,0.41023400000000004,0.227766,0.232766,0.129234
0.118,0.254,0,0,0,0,0,0,0,0.657972,0.224028,0.088028,0.029972
0.159,0.727,0,1,1,1,0,0,0,0.22959300000000002,0.6114069999999999,0.043407,0.115593
0.768,0.668,1,1,3,0,0,1,0,0.07702399999999998,0.154976,0.254976,0.513024
0.378,0.151,0,0,0,0,0,0,0,0.5280779999999999,0.09392199999999999,0.320922,0.057078
0.763,0.268,1,0,2,0,1,0,0,0.173484,0.063516,0.558516,0.20448400000000003
0.243,0.692,1,1,3,0,0,1,0,0.23315600000000003,0.523844,0.07484400000000001,0.16815599999999997
0.043,0.879,0,0,0,0,0,0,0,0.115797,0.8412029999999999,0.005202999999999999,0.037797
0.299,0.053,0,0,0,0,0,0,0,0.6638470000000001,0.037153000000000005,0.283153,0.015847
0.024,0.677,0,1,1,1,0,0,0,0.315248,0.660752,0.007751999999999999,0.016248000000000002
0.53,0.226,1,0,2,0,1,0,0,0.36378,0.10622,0.41022000000000003,0.11978000000000001
0.945,0.928,1,1,3,0,0,1,0,0.003960000000000001,0.05104000000000005,0.06803999999999995,0.87696
0.29,0.086,0,0,0,0,0,0,0,0.64894,0.06105999999999999,0.26506,0.024939999999999997
0.661,0.176,1,0,2,0,1,0,0,0.279336,0.05966399999999999,0.544664,0.116336
0.426,0.765,1,1,3,0,0,1,0,0.13489,0.43911000000000006,0.10010999999999999,0.32589
0.041,0.74,0,1,1,1,0,0,0,0.24934,0.70966,0.010660000000000001,0.030340000000000002
0.694,0.831,1,0,2,0,1,0,0,0.05171400000000002,0.254286,0.11728600000000002,0.576714
0.218,0.077,0,1,1,1,0,0,0,0.721786,0.060214000000000004,0.201214,0.016786
0.988,0.603,1,1,3,0,0,1,0,0.004764000000000004,0.007236000000000006,0.39223600000000003,0.595764
0.328,0.178,0,0,0,0,0,0,0,0.552384,0.11961599999999999,0.269616,0.058384
0.679,0.46,0,0,0,0,0,0,0,0.17334,0.14765999999999999,0.36666000000000004,0.31234000000000006
0.786,0.176,1,0,2,0,1,0,0,0.176336,0.03766399999999999,0.6476640000000001,0.138336
0.561,0.964,0,1,1,1,0,0,0,0.015804000000000012,0.42319599999999996,0.02019600000000002,0.5408040000000001
0.362,0.179,0,1,1,1,0,0,0,0.523798,0.114202,0.29720199999999997,0.064798
0.766,0.692,1,1,3,0,0,1,0,0.07207200000000001,0.161928,0.23592800000000005,0.530072
0.004,0.772,0,1,1,1,0,0,0,0.22708799999999998,0.768912,0.0009119999999999999,0.003088
0.673,0.002,0,0,0,0,0,0,0,0.32634599999999997,0.000654,0.6716540000000001,0.0013460000000000002
0.633,0.223,1,0,2,0,1,0,0,0.285159,0.081841,0.49184100000000003,0.141159
0.33,0.816,0,1,1,1,0,0,0,0.12328000000000003,0.5467199999999999,0.06072000000000002,0.26928
0.265,0.445,1,1,3,0,0,1,0,0.4079249999999999,0.327075,0.14707499999999998,0.117925
0.815,0.682,1,0,2,0,1,0,0,0.05883000000000001,0.12617000000000003,0.25916999999999996,0.55583
0.71,0.007,1,0,2,0,1,0,0,0.28797000000000006,0.00203,0.7050299999999999,0.00497
0.572,0.42,1,1,3,0,0,1,0,0.24824000000000004,0.17976,0.33176,0.24023999999999998
0.832,0.001,1,0,2,0,1,0,0,0.16783200000000004,0.00016800000000000004,0.8311679999999999,0.000832
0.387,0.199,0,0,0,0,0,0,0,0.491013,0.121987,0.30998699999999996,0.07701300000000001
0.409,0.551,0,0,0,0,0,0,0,0.26535899999999996,0.325641,0.18364099999999997,0.225359
0.438,0.603,0,0,0,0,0,0,0,0.22311400000000003,0.338886,0.173886,0.264114
0.486,0.361,1,0,2,0,1,0,0,0.328446,0.185554,0.310554,0.175446
0.109,0.873,0,1,1,1,0,0,0,0.11315700000000001,0.7778430000000001,0.013843,0.095157
0.267,0.854,0,1,1,1,0,0,0,0.10701800000000002,0.6259819999999999,0.03898200000000001,0.228018
0.103,0.693,0,0,0,0,0,0,0,0.27537900000000004,0.621621,0.031621,0.07137899999999998
0.691,0.922,0,1,1,1,0,0,0,0.02410199999999999,0.28489800000000004,0.05389799999999997,0.637102
0.573,0.011,1,0,2,0,1,0,0,0.42230300000000004,0.004697000000000001,0.5666969999999999,0.006302999999999999
0.891,0.353,1,0,2,0,1,0,0,0.07052299999999999,0.03847699999999999,0.576477,0.314523
0.635,0.959,1,1,3,0,0,1,0,0.014965000000000013,0.350035,0.026035000000000023,0.608965
0.211,0.311,0,1,1,1,0,0,0,0.543621,0.245379,0.145379,0.065621
0.068,0.145,0,0,0,0,0,0,0,0.7968599999999999,0.13513999999999998,0.058140000000000004,0.00986
0.758,0.654,1,1,3,0,0,1,0,0.08373199999999999,0.158268,0.262268,0.495732
0.502,0.957,1,1,3,0,0,1,0,0.02141400000000002,0.47658599999999995,0.02158600000000002,0.480414
0.863,0.775,1,1,3,0,0,1,0,0.030824999999999998,0.106175,0.194175,0.668825
0.908,0.134,1,0,2,0,1,0,0,0.07967199999999998,0.012327999999999997,0.786328,0.12167200000000002
0.487,0.762,0,0,0,0,0,0,0,0.122094,0.39090600000000003,0.115906,0.371094
0.983,0.409,1,1,3,0,0,1,0,0.010047000000000009,0.006953000000000006,0.5809529999999999,0.402047
0.167,0.452,0,0,0,0,0,0,0,0.456484,0.376516,0.09151600000000001,0.07548400000000001
0.474,0.707,0,1,1,1,0,0,0,0.15411800000000003,0.371882,0.138882,0.33511799999999997
0.265,0.979,0,1,1,1,0,0,0,0.015435000000000013,0.719565,0.005565000000000005,0.259435
0.053,0.166,0,0,0,0,0,0,0,0.7897979999999999,0.157202,0.044202,0.008798
0.453,0.03,1,0,2,0,1,0,0,0.5305899999999999,0.016409999999999998,0.43941,0.01359
0.487,0.392,1,1,3,0,0,1,0,0.311904,0.20109600000000002,0.29609599999999997,0.190904
0.129,0.701,0,1,1,1,0,0,0,0.260429,0.610571,0.03857100000000001,0.090429
0.696,0.111,1,0,2,0,1,0,0,0.27025600000000005,0.033744,0.618744,0.07725599999999999
0.01,0.738,0,1,1,1,0,0,0,0.25938,0.7306199999999999,0.0026200000000000004,0.00738
0.228,0.311,0,0,0,0,0,0,0,0.531908,0.240092,0.157092,0.070908
0.664,0.104,0,0,0,0,0,0,0,0.301056,0.034943999999999996,0.594944,0.069056
0.213,0.833,0,1,1,1,0,0,0,0.13142900000000005,0.655571,0.035571000000000005,0.17742899999999998
0.4,0.115,0,0,0,0,0,0,0,0.531,0.069,0.35400000000000004,0.046000000000000006
0.625,0.904,0,1,1,1,0,0,0,0.03599999999999999,0.339,0.059999999999999984,0.5650000000000001
0.188,0.845,1,1,3,0,0,1,0,0.12586000000000003,0.68614,0.029140000000000006,0.15886
0.271,0.424,0,0,0,0,0,0,0,0.41990400000000005,0.309096,0.15609600000000004,0.114904
0.245,0.984,0,1,1,1,0,0,0,0.012080000000000011,0.74292,0.003920000000000003,0.24108
0.861,0.716,1,1,3,0,0,1,0,0.03947600000000001,0.099524,0.24452400000000002,0.6164759999999999
0.703,0.896,1,0,2,0,1,0,0,0.030888,0.266112,0.07311199999999998,0.629888
0.481,0.622,0,0,0,0,0,0,0,0.196182,0.322818,0.181818,0.299182
0.847,0.341,1,1,3,0,0,1,0,0.10082700000000003,0.05217300000000001,0.558173,0.288827
0.349,0.241,0,0,0,0,0,0,0,0.494109,0.156891,0.264891,0.08410899999999999
0.539,0.64,1,0,2,0,1,0,0,0.16595999999999997,0.29503999999999997,0.19404000000000002,0.34496000000000004
0.563,0.591,1,0,2,0,1,0,0,0.17873300000000003,0.258267,0.230267,0.33273299999999995
0.654,0.426,1,1,3,0,0,1,0,0.198604,0.147396,0.37539600000000006,0.278604
0.901,0.834,1,1,3,0,0,1,0,0.016434,0.08256599999999997,0.14956600000000003,0.7514339999999999
0.093,0.478,0,0,0,0,0,0,0,0.47345400000000004,0.433546,0.048546,0.044454
0.886,0.756,1,1,3,0,0,1,0,0.027815999999999997,0.086184,0.216184,0.669816
0.021,0.286,0,0,0,0,0,0,0,0.6990059999999999,0.27999399999999997,0.014994,0.006006
0.661,0.383,0,0,0,0,0,0,0,0.209163,0.12983699999999998,0.407837,0.253163
0.047,0.406,0,1,1,1,0,0,0,0.566082,0.386918,0.027918,0.019082000000000002
0.28,0.711,0,0,0,0,0,0,0,0.20808000000000001,0.5119199999999999,0.08092000000000002,0.19908
0.964,0.644,1,1,3,0,0,1,0,0.012816000000000011,0.02318400000000002,0.343184,0.620816
0.04,0.202,0,0,0,0,0,0,0,0.76608,0.19392,0.031920000000000004,0.00808
0.393,0.005,1,0,2,0,1,0,0,0.603965,0.003035,0.391035,0.001965
0.874,0.47,1,0,2,0,1,0,0,0.06678,0.059219999999999995,0.46322,0.41078
0.534,0.823,0,1,1,1,0,0,0,0.08248200000000001,0.38351799999999997,0.09451800000000003,0.439482
0.485,0.693,0,1,1,1,0,0,0,0.15810500000000002,0.35689499999999996,0.14889500000000003,0.336105
0.895,0.65,1,1,3,0,0,1,0,0.03674999999999999,0.06824999999999999,0.31325,0.58175
0.639,0.767,1,0,2,0,1,0,0,0.084113,0.276887,0.148887,0.490113
0.213,0.439,0,0,0,0,0,0,0,0.441507,0.345493,0.11949299999999999,0.09350699999999999
0.197,0.609,1,0,2,0,1,0,0,0.313973,0.48902699999999993,0.07702700000000001,0.119973
0.356,0.547,0,0,0,0,0,0,0,0.291732,0.352268,0.16126799999999997,0.19473200000000002
0.93,0.993,1,1,3,0,0,1,0,0.0004900000000000001,0.06950999999999995,0.006510000000000006,0.92349
0.582,0.252,1,0,2,0,1,0,0,0.31266400000000005,0.10533600000000001,0.43533599999999995,0.146664
0.153,0.666,0,1,1,1,0,0,0,0.282898,0.564102,0.051101999999999995,0.101898
0.572,0.896,1,1,3,0,0,1,0,0.044511999999999996,0.38348800000000005,0.059487999999999985,0.512512
0.886,0.36,1,0,2,0,1,0,0,0.07296,0.04103999999999999,0.56704,0.31895999999999997
0.737,0.027,1,0,2,0,1,0,0,0.255899,0.0071010000000000005,0.717101,0.019899
0.053,0.143,0,0,0,0,0,0,0,0.8115789999999999,0.13542099999999999,0.045420999999999996,0.007578999999999999
0.454,0.951,0,1,1,1,0,0,0,0.026754000000000024,0.519246,0.02224600000000002,0.43175399999999997
0.253,0.391,0,1,1,1,0,0,0,0.45492299999999997,0.29207700000000003,0.154077,0.09892300000000001
0.249,0.186,1,0,2,0,1,0,0,0.611314,0.139686,0.202686,0.046314
0.74,0.848,1,1,3,0,0,1,0,0.039520000000000007,0.22048,0.11248000000000001,0.62752
0.661,0.031,1,0,2,0,1,0,0,0.328491,0.010509,0.640509,0.020491000000000002
0.135,0.408,0,1,1,1,0,0,0,0.5120800000000001,0.35291999999999996,0.07992000000000002,0.05508
0.117,0.992,0,1,1,1,0,0,0,0.007064000000000006,0.875936,0.0009360000000000009,0.116064
0.224,0.418,0,0,0,0,0,0,0,0.4516320000000001,0.324368,0.130368,0.09363199999999999
0.566,0.681,1,0,2,0,1,0,0,0.13844599999999999,0.29555400000000004,0.18055399999999996,0.385446
0.607,0.008,0,0,0,0,0,0,0,0.38985600000000004,0.003144,0.602144,0.004856
0.63,0.403,1,0,2,0,1,0,0,0.22088999999999998,0.14911000000000002,0.37611,0.25389
0.283,0.203,1,0,2,0,1,0,0,0.571449,0.145551,0.22555099999999995,0.057449
0.018,0.389,0,1,1,1,0,0,0,0.6000019999999999,0.381998,0.010997999999999999,0.0070019999999999995
0.069,0.176,0,0,0,0,0,0,0,0.767144,0.163856,0.05685600000000001,0.012144
0.505,0.068,0,0,0,0,0,0,0,0.46134,0.03366,0.47065999999999997,0.03434
0.838,0.992,1,1,3,0,0,1,0,0.0012960000000000014,0.16070400000000004,0.006704000000000006,0.8312959999999999
0.869,0.82,1,1,3,0,0,1,0,0.023580000000000007,0.10742,0.15642000000000003,0.71258
0.868,0.153,1,0,2,0,1,0,0,0.111804,0.020196000000000002,0.735196,0.132804
0.566,0.148,0,1,1,1,0,0,0,0.36976800000000004,0.06423200000000001,0.48223199999999994,0.08376799999999998
0.322,0.487,0,0,0,0,0,0,0,0.34781399999999996,0.330186,0.165186,0.156814
0.362,0.325,1,1,3,0,0,1,0,0.43065000000000003,0.20735,0.24435,0.11765
0.324,0.742,0,1,1,1,0,0,0,0.17440799999999998,0.5015919999999999,0.083592,0.240408
0.254,0.757,0,0,0,0,0,0,0,0.181278,0.5647220000000001,0.061722,0.192278
0.325,0.639,0,1,1,1,0,0,0,0.243675,0.431325,0.117325,0.207675
0.356,0.266,0,0,0,0,0,0,0,0.472696,0.171304,0.261304,0.094696
0.923,0.239,1,0,2,0,1,0,0,0.05859699999999997,0.01840299999999999,0.702403,0.220597
0.921,0.591,1,1,3,0,0,1,0,0.032310999999999986,0.046688999999999974,0.37668900000000005,0.544311
0.983,0.356,1,1,3,0,0,1,0,0.01094800000000001,0.006052000000000005,0.6330520000000001,0.349948
0.576,0.802,0,1,1,1,0,0,0,0.08395199999999998,0.3400480000000001,0.11404799999999997,0.461952
0.39,0.032,0,0,0,0,0,0,0,0.59048,0.01952,0.37752,0.012480000000000002
0.352,0.972,0,1,1,1,0,0,0,0.018144000000000018,0.629856,0.009856000000000009,0.34214399999999995
0.74,0.655,1,1,3,0,0,1,0,0.0897,0.1703,0.25529999999999997,0.4847
0.517,0.915,0,1,1,1,0,0,0,0.04105499999999998,0.441945,0.043944999999999984,0.47305500000000006
0.091,0.13,1,0,2,0,1,0,0,0.79083,0.11817000000000001,0.07917,0.01183
0.594,0.328,0,0,0,0,0,0,0,0.27283199999999996,0.133168,0.39916799999999997,0.194832
0.235,0.215,0,0,0,0,0,0,0,0.6005250000000001,0.164475,0.184475,0.050524999999999994
